Throughput: 53.64
[2025-04-14 16:49:49.442] VDD_IN: 11052.800 mW, VDD_CPU_GPU_CV: 5016.000 mW, VDD_SOC: 2130.176 mW,
[2025-04-14 16:49:49.829] VDD_IN: 11253.760 mW, VDD_CPU_GPU_CV: 4895.616 mW, VDD_SOC: 2331.136 mW,
[2025-04-14 16:49:50.212] VDD_IN: 11615.488 mW, VDD_CPU_GPU_CV: 4927.872 mW, VDD_SOC: 2572.288 mW,
[2025-04-14 16:49:50.591] VDD_IN: 11173.376 mW, VDD_CPU_GPU_CV: 4815.360 mW, VDD_SOC: 2331.136 mW,
[2025-04-14 16:49:50.975] VDD_IN: 11615.488 mW, VDD_CPU_GPU_CV: 4927.872 mW, VDD_SOC: 2773.248 mW,
[2025-04-14 16:49:51.347] VDD_IN: 12057.600 mW, VDD_CPU_GPU_CV: 4967.936 mW, VDD_SOC: 2974.208 mW,
[2025-04-14 16:49:51.725] VDD_IN: 12620.288 mW, VDD_CPU_GPU_CV: 5088.128 mW, VDD_SOC: 3290.496 mW,
[2025-04-14 16:49:52.100] VDD_IN: 12821.248 mW, VDD_CPU_GPU_CV: 5088.128 mW, VDD_SOC: 3370.752 mW,
[2025-04-14 16:49:52.472] VDD_IN: 13022.208 mW, VDD_CPU_GPU_CV: 5208.320 mW, VDD_SOC: 3451.008 mW,
[2025-04-14 16:49:52.845] VDD_IN: 12982.016 mW, VDD_CPU_GPU_CV: 5168.256 mW, VDD_SOC: 3451.008 mW,
[2025-04-14 16:49:53.221] VDD_IN: 13142.784 mW, VDD_CPU_GPU_CV: 5208.320 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:49:53.595] VDD_IN: 13022.208 mW, VDD_CPU_GPU_CV: 5168.256 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:49:53.973] VDD_IN: 12781.056 mW, VDD_CPU_GPU_CV: 5088.128 mW, VDD_SOC: 3451.008 mW,
[2025-04-14 16:49:54.345] VDD_IN: 12861.440 mW, VDD_CPU_GPU_CV: 5128.192 mW, VDD_SOC: 3451.008 mW,
[2025-04-14 16:49:54.723] VDD_IN: 12941.824 mW, VDD_CPU_GPU_CV: 5128.192 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:49:55.101] VDD_IN: 12941.824 mW, VDD_CPU_GPU_CV: 5128.192 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:49:55.472] VDD_IN: 12901.632 mW, VDD_CPU_GPU_CV: 5048.064 mW, VDD_SOC: 3451.008 mW,
[2025-04-14 16:49:55.844] VDD_IN: 12821.248 mW, VDD_CPU_GPU_CV: 5008.000 mW, VDD_SOC: 3451.008 mW,
[2025-04-14 16:49:56.219] VDD_IN: 12901.632 mW, VDD_CPU_GPU_CV: 5088.128 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:49:56.587] VDD_IN: 13062.400 mW, VDD_CPU_GPU_CV: 5128.192 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:49:56.958] VDD_IN: 13022.208 mW, VDD_CPU_GPU_CV: 5168.256 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:49:57.340] VDD_IN: 12941.824 mW, VDD_CPU_GPU_CV: 5128.192 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:49:57.710] VDD_IN: 12901.632 mW, VDD_CPU_GPU_CV: 5048.064 mW, VDD_SOC: 3451.008 mW,
[2025-04-14 16:49:58.085] VDD_IN: 13142.784 mW, VDD_CPU_GPU_CV: 5168.256 mW, VDD_SOC: 3531.264 mW,
[2025-04-14 16:49:58.453] VDD_IN: 13102.592 mW, VDD_CPU_GPU_CV: 5208.320 mW, VDD_SOC: 3531.264 mW,
[2025-04-14 16:49:58.829] VDD_IN: 13223.168 mW, VDD_CPU_GPU_CV: 5248.384 mW, VDD_SOC: 3531.264 mW,
[2025-04-14 16:49:59.206] VDD_IN: 13303.552 mW, VDD_CPU_GPU_CV: 5248.384 mW, VDD_SOC: 3531.264 mW,
[2025-04-14 16:49:59.579] VDD_IN: 13223.168 mW, VDD_CPU_GPU_CV: 5208.320 mW, VDD_SOC: 3531.264 mW,
[2025-04-14 16:49:59.956] VDD_IN: 13062.400 mW, VDD_CPU_GPU_CV: 5168.256 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:50:00.332] VDD_IN: 12941.824 mW, VDD_CPU_GPU_CV: 5088.128 mW, VDD_SOC: 3491.136 mW,
[2025-04-14 16:50:00.703] VDD_IN: 13102.592 mW, VDD_CPU_GPU_CV: 5168.256 mW, VDD_SOC: 3531.264 mW,
[2025-04-14 16:50:01.077] VDD_IN: 13062.400 mW, VDD_CPU_GPU_CV: 5208.320 mW, VDD_SOC: 3531.264 mW,
