Throughput: 47.55
[2025-04-14 15:30:58.817] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:30:59.192] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:30:59.566] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:30:59.941] VDD_IN: 7217.280 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:00.319] VDD_IN: 7217.280 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1895.040 mW,
[2025-04-14 15:31:00.695] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:01.075] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:01.454] VDD_IN: 7217.280 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:01.829] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:02.204] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:02.582] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:02.953] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:03.331] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:03.708] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:04.081] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:04.456] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:04.841] VDD_IN: 7217.280 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:05.221] VDD_IN: 7217.280 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:05.595] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:05.973] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
[2025-04-14 15:31:06.352] VDD_IN: 7176.960 mW, VDD_CPU_GPU_CV: 1851.776 mW, VDD_SOC: 1935.360 mW,
