Throughput: 37.61
[2025-04-14 17:48:45.415] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:45.798] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:46.180] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:46.565] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:46.949] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:47.337] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:47.717] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:48.101] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:48.487] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:48.868] VDD_IN: 10225.024 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:49.248] VDD_IN: 10225.024 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:49.630] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:50.020] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:50.406] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:50.789] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:51.171] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:51.558] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:51.938] VDD_IN: 10225.024 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:52.321] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4293.696 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:52.704] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:53.087] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:53.474] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:53.858] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:54.242] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:54.621] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:55.005] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:55.386] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:55.772] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:56.153] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:56.538] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:56.922] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:57.306] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:57.688] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:58.069] VDD_IN: 10265.280 mW, VDD_CPU_GPU_CV: 4333.824 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:58.451] VDD_IN: 10345.792 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:58.834] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
[2025-04-14 17:48:59.218] VDD_IN: 10305.536 mW, VDD_CPU_GPU_CV: 4373.952 mW, VDD_SOC: 2093.312 mW,
